internal_project_id,project_name,ministry,agency,sector,state,project_type,approval_date,start_date,original_end_date,revised_end_date,original_cost_cr,revised_cost_cr,project_code,legacy_ocms_code,pmgid
PAI-02492,Generation Power Project 02492,Ministry of Housing & Urban Affairs,NTPC,Power,Tripura,Generation,2023-08-08,2024-01-07,2026-04-27,2026-04-27,10.16,10.81,PRJ-369436,OCMS-581763,PM-8896229
PAI-02493,Metro Urban Development Project 02493,Ministry of Jal Shakti,RVNL,Urban Development,Uttar Pradesh,Metro,2023-12-15,2024-05-03,2028-02-10,2028-02-10,20.81,25.77,PRJ-519746,OCMS-282017,PM-7630395
PAI-02494,Health Centre Healthcare Project 02494,Ministry of Power,Metro Rail Corporation,Healthcare,Jharkhand,Health Centre,2024-07-27,2025-02-18,2028-01-01,2028-06-29,31.84,39.66,PRJ-714586,OCMS-126805,PM-7366359
PAI-02495,School Education Project 02495,Ministry of Health & Family Welfare,NTPC,Education,Goa,School,2024-11-04,2025-05-19,2028-12-28,2028-12-28,39.88,47.47,PRJ-522848,OCMS-146960,PM-2604600
PAI-02496,Terminal Ports Project 02496,"Ministry of Ports, Shipping & Waterways",Jal Board,Ports,Bihar,Terminal,2025-05-08,2026-01-23,2029-11-01,2029-11-01,122.54,137.41,PRJ-814770,OCMS-617446,PM-7287719
PAI-02497,Highway Roads Project 02497,Ministry of Education,NHAI,Roads,Jharkhand,Highway,2024-04-23,2024-11-28,2029-02-12,2029-04-13,36.73,44.44,PRJ-684296,OCMS-904833,PM-2262130
PAI-02498,Station Railways Project 02498,Ministry of Education,Metro Rail Corporation,Railways,Gujarat,Station,2025-02-27,2025-09-02,2028-06-26,2028-06-26,2.92,3.7,PRJ-548220,OCMS-537401,PM-4671897
PAI-02499,Dam Water Project 02499,"Ministry of Ports, Shipping & Waterways",CPWD,Water,Punjab,Dam,2023-04-03,2023-11-19,2027-05-23,2027-05-23,18.24,22.83,PRJ-101145,OCMS-200236,PM-8345498
PAI-02500,Transmission Power Project 02500,Ministry of Education,Jal Board,Power,Punjab,Transmission,2024-03-18,2024-08-05,2028-01-20,2028-02-19,22.2,27.71,PRJ-976062,OCMS-212560,PM-9369697
PAI-02501,Housing Urban Development Project 02501,Ministry of Railways,IRCON,Urban Development,Jharkhand,Housing,2025-02-28,2025-11-23,2028-02-27,2028-02-27,43.02,46.52,PRJ-511463,OCMS-212877,PM-5699240
PAI-02502,Medical College Healthcare Project 02502,Ministry of Power,RVNL,Healthcare,Karnataka,Medical College,2023-01-07,2023-08-30,2027-04-28,2027-06-27,66.64,79.42,PRJ-434994,OCMS-483489,PM-8868787
PAI-02503,School Education Project 02503,Ministry of Railways,Metro Rail Corporation,Education,Uttarakhand,School,2024-03-08,2024-04-14,2028-04-08,2028-04-08,30.03,34.53,PRJ-211584,OCMS-676785,PM-4870087
PAI-02504,Logistics Hub Ports Project 02504,Ministry of Railways,RVNL,Ports,Meghalaya,Logistics Hub,2024-10-23,2024-12-15,2028-03-17,2028-03-17,17.16,21.3,PRJ-339930,OCMS-106203,PM-5745443
PAI-02505,Expressway Roads Project 02505,"Ministry of Ports, Shipping & Waterways",State PWD,Roads,Uttar Pradesh,Expressway,2023-09-11,2024-03-30,2027-01-15,2027-01-15,50.58,64.42,PRJ-979680,OCMS-986518,PM-3957370
PAI-02506,Rail Corridor Railways Project 02506,Ministry of Road Transport & Highways,RVNL,Railways,Maharashtra,Rail Corridor,2024-05-27,2024-09-17,2027-12-05,2027-12-05,26.02,33.3,PRJ-801150,OCMS-347977,PM-1286801
PAI-02507,Irrigation Water Project 02507,Ministry of Railways,NHPC,Water,Punjab,Irrigation,2024-06-12,2024-12-09,2027-03-16,2027-03-16,115.59,143.1,PRJ-733505,OCMS-678635,PM-9417812
PAI-02508,Generation Power Project 02508,Ministry of Education,Metro Rail Corporation,Power,Madhya Pradesh,Generation,2025-02-12,2025-04-27,2029-10-01,2030-06-28,8.3,9.99,PRJ-863942,OCMS-155102,PM-9683218
PAI-02509,Sewage Urban Development Project 02509,"Ministry of Ports, Shipping & Waterways",National Highways Authority,Urban Development,Delhi,Sewage,2023-11-19,2024-08-18,2029-01-29,2029-04-29,15.43,18.28,PRJ-414909,OCMS-237874,PM-2313590
PAI-02510,Health Centre Healthcare Project 02510,"Ministry of Ports, Shipping & Waterways",RVNL,Healthcare,Nagaland,Health Centre,2023-11-30,2024-01-23,2026-04-02,2026-04-02,34.31,35.01,PRJ-727645,OCMS-802338,PM-2911978
PAI-02511,University Education Project 02511,Ministry of Jal Shakti,NHPC,Education,Kerala,University,2024-02-26,2024-10-14,2028-02-26,2028-04-26,21.96,26.57,PRJ-492918,OCMS-128861,PM-4538687
PAI-02512,Port Expansion Ports Project 02512,Ministry of Railways,Jal Board,Ports,Assam,Port Expansion,2024-06-11,2024-08-22,2029-05-06,2029-05-06,21.5,25.09,PRJ-155013,OCMS-574671,PM-8658059
PAI-02513,Bridge Roads Project 02513,"Ministry of Ports, Shipping & Waterways",CPWD,Roads,Telangana,Bridge,2024-06-15,2024-09-12,2028-03-21,2028-05-20,23.58,23.88,PRJ-206843,OCMS-134999,PM-1863861
PAI-02514,Rail Corridor Railways Project 02514,Ministry of Power,CPWD,Railways,Maharashtra,Rail Corridor,2025-04-08,2025-06-18,2029-11-07,2029-11-07,34.75,37.02,PRJ-233004,OCMS-548702,PM-3164343
PAI-02515,River Management Water Project 02515,Ministry of Road Transport & Highways,NHPC,Water,Jharkhand,River Management,2023-05-14,2023-07-07,2027-09-21,2027-12-20,5.6,6.37,PRJ-791927,OCMS-484250,PM-9556993
PAI-02516,Renewable Energy Power Project 02516,Ministry of Road Transport & Highways,NHAI,Power,Kerala,Renewable Energy,2023-06-05,2023-07-08,2025-01-17,2025-01-17,28.73,29.35,PRJ-379840,OCMS-633235,PM-7558755
PAI-02517,Sewage Urban Development Project 02517,Ministry of Health & Family Welfare,Metro Rail Corporation,Urban Development,Madhya Pradesh,Sewage,2024-05-14,2025-01-12,2029-06-25,2029-12-22,10.72,11.88,PRJ-122443,OCMS-584055,PM-8174269
PAI-02518,Health Centre Healthcare Project 02518,Ministry of Jal Shakti,NHAI,Healthcare,Tripura,Health Centre,2023-10-22,2024-02-06,2025-12-14,2025-12-14,37.46,43.03,PRJ-931855,OCMS-686763,PM-7089683
PAI-02519,Research Facility Education Project 02519,Ministry of Jal Shakti,State PWD,Education,Meghalaya,Research Facility,2023-11-29,2024-04-09,2026-08-03,2026-08-03,36.04,45.47,PRJ-486667,OCMS-454088,PM-9238095
PAI-02520,Harbour Ports Project 02520,Ministry of Power,Jal Board,Ports,Maharashtra,Harbour,2025-04-13,2025-12-19,2028-10-25,2028-10-25,59.15,59.83,PRJ-260249,OCMS-745275,PM-1003210
PAI-02521,Road Widening Roads Project 02521,Ministry of Housing & Urban Affairs,CPWD,Roads,Telangana,Road Widening,2024-03-29,2024-08-06,2028-03-19,2028-03-19,22.79,23.81,PRJ-150343,OCMS-608515,PM-6978122
PAI-02522,Freight Corridor Railways Project 02522,Ministry of Jal Shakti,NTPC,Railways,Rajasthan,Freight Corridor,2024-03-25,2024-08-20,2028-10-01,2029-06-28,21.52,21.77,PRJ-400407,OCMS-618258,PM-4433782
PAI-02523,River Management Water Project 02523,Ministry of Road Transport & Highways,Jal Board,Water,Tamil Nadu,River Management,2024-07-26,2025-04-25,2029-08-29,2029-08-29,12.22,14.81,PRJ-673859,OCMS-373332,PM-4460349
PAI-02524,Transmission Power Project 02524,"Ministry of Ports, Shipping & Waterways",RVNL,Power,Maharashtra,Transmission,2024-05-05,2025-01-22,2029-08-13,2029-10-12,20.44,23.51,PRJ-303976,OCMS-125696,PM-8412379
PAI-02525,Metro Urban Development Project 02525,Ministry of Health & Family Welfare,CPWD,Urban Development,Telangana,Metro,2024-02-06,2024-10-11,2027-06-24,2027-06-24,12.83,13.06,PRJ-504775,OCMS-373812,PM-1009886
PAI-02526,Medical College Healthcare Project 02526,Ministry of Railways,Metro Rail Corporation,Healthcare,Himachal Pradesh,Medical College,2023-01-06,2023-10-28,2025-07-04,2025-08-03,18.51,23.68,PRJ-304588,OCMS-363087,PM-2040324
PAI-02527,University Education Project 02527,Ministry of Housing & Urban Affairs,State PWD,Education,Goa,University,2023-03-20,2023-06-16,2026-04-26,2026-04-26,35.69,41.1,PRJ-392073,OCMS-724617,PM-1115001
PAI-02528,Harbour Ports Project 02528,Ministry of Road Transport & Highways,NTPC,Ports,Tripura,Harbour,2025-02-10,2025-05-19,2028-12-29,2029-03-29,51.57,58.06,PRJ-495200,OCMS-155766,PM-9804445
PAI-02529,Road Widening Roads Project 02529,Ministry of Health & Family Welfare,NTPC,Roads,West Bengal,Road Widening,2023-06-01,2023-08-22,2026-12-15,2026-12-15,41.17,46.14,PRJ-667007,OCMS-318462,PM-8658097
PAI-02530,Freight Corridor Railways Project 02530,Ministry of Education,Metro Rail Corporation,Railways,Uttarakhand,Freight Corridor,2024-07-07,2024-10-31,2028-12-16,2028-12-16,36.2,45.95,PRJ-392113,OCMS-700526,PM-8195723
PAI-02531,Irrigation Water Project 02531,Ministry of Housing & Urban Affairs,IRCON,Water,Tamil Nadu,Irrigation,2024-01-02,2024-03-30,2028-11-17,2029-02-15,25.4,28.52,PRJ-439837,OCMS-744634,PM-2025450
PAI-02532,Renewable Energy Power Project 02532,Ministry of Education,CPWD,Power,Sikkim,Renewable Energy,2023-09-29,2023-12-02,2027-11-26,2028-08-22,21.89,26.4,PRJ-301517,OCMS-607027,PM-3440630
PAI-02533,Urban Mobility Urban Development Project 02533,Ministry of Jal Shakti,Jal Board,Urban Development,Meghalaya,Urban Mobility,2025-02-08,2025-12-04,2027-08-13,2027-08-13,43.69,50.0,PRJ-377783,OCMS-240459,PM-4450363
PAI-02534,Health Centre Healthcare Project 02534,Ministry of Road Transport & Highways,NHAI,Healthcare,Meghalaya,Health Centre,2023-06-05,2024-02-27,2029-01-12,2029-01-12,9.14,9.47,PRJ-772376,OCMS-315114,PM-8155430
PAI-02535,School Education Project 02535,Ministry of Railways,Metro Rail Corporation,Education,Uttarakhand,School,2023-04-29,2023-06-07,2025-10-19,2025-10-19,25.69,26.21,PRJ-535710,OCMS-747647,PM-3272030
PAI-02536,Logistics Hub Ports Project 02536,Ministry of Power,CPWD,Ports,Uttar Pradesh,Logistics Hub,2024-12-26,2025-03-23,2027-10-07,2028-07-03,51.85,54.31,PRJ-153777,OCMS-495406,PM-3320458
PAI-02537,Bridge Roads Project 02537,"Ministry of Ports, Shipping & Waterways",National Highways Authority,Roads,Nagaland,Bridge,2024-11-19,2025-05-26,2027-02-17,2027-02-17,52.55,55.23,PRJ-602366,OCMS-339106,PM-8356074
PAI-02538,Bridge Railways Project 02538,Ministry of Power,Jal Board,Railways,Mizoram,Bridge,2024-08-30,2024-12-22,2029-06-30,2029-06-30,21.68,25.32,PRJ-109526,OCMS-903127,PM-6285071
PAI-02539,River Management Water Project 02539,Ministry of Power,Jal Board,Water,Gujarat,River Management,2023-06-28,2023-11-19,2025-09-06,2025-12-05,48.53,61.95,PRJ-706972,OCMS-915501,PM-4931371
PAI-02540,Generation Power Project 02540,Ministry of Housing & Urban Affairs,CPWD,Power,Tripura,Generation,2023-02-27,2023-04-20,2025-08-05,2025-09-04,10.91,12.4,PRJ-184477,OCMS-250989,PM-3082443
PAI-02541,Urban Mobility Urban Development Project 02541,Ministry of Health & Family Welfare,NTPC,Urban Development,Assam,Urban Mobility,2025-02-22,2025-11-26,2029-05-18,2030-02-12,21.89,22.06,PRJ-114365,OCMS-577854,PM-8549135
PAI-02542,Medical College Healthcare Project 02542,Ministry of Road Transport & Highways,State PWD,Healthcare,Tamil Nadu,Medical College,2024-07-03,2025-03-24,2028-01-25,2028-01-25,38.21,44.24,PRJ-472158,OCMS-205378,PM-1735538
PAI-02543,Research Facility Education Project 02543,Ministry of Housing & Urban Affairs,National Highways Authority,Education,Meghalaya,Research Facility,2023-04-26,2023-06-23,2028-05-23,2028-06-22,12.79,13.0,PRJ-956466,OCMS-441947,PM-5656405
PAI-02544,Logistics Hub Ports Project 02544,Ministry of Education,Metro Rail Corporation,Ports,West Bengal,Logistics Hub,2023-02-09,2023-05-27,2025-10-27,2026-04-25,61.53,74.75,PRJ-289400,OCMS-444551,PM-7128936
PAI-02545,Highway Roads Project 02545,Ministry of Power,CPWD,Roads,Karnataka,Highway,2023-06-22,2024-02-12,2027-11-06,2027-11-06,45.1,52.38,PRJ-378968,OCMS-857006,PM-2237986
PAI-02546,Rail Corridor Railways Project 02546,Ministry of Housing & Urban Affairs,Jal Board,Railways,Andhra Pradesh,Rail Corridor,2025-06-05,2026-02-02,2030-12-03,2031-06-01,25.98,28.47,PRJ-192266,OCMS-781820,PM-7473599
PAI-02547,Irrigation Water Project 02547,Ministry of Jal Shakti,RVNL,Water,Madhya Pradesh,Irrigation,2024-02-26,2024-04-18,2029-01-24,2029-10-21,39.26,46.75,PRJ-989347,OCMS-380757,PM-4223286
PAI-02548,Transmission Power Project 02548,Ministry of Road Transport & Highways,NHAI,Power,Uttarakhand,Transmission,2024-01-25,2024-10-28,2029-06-21,2029-06-21,11.11,12.75,PRJ-939396,OCMS-375687,PM-8930435
PAI-02549,Housing Urban Development Project 02549,"Ministry of Ports, Shipping & Waterways",NTPC,Urban Development,Himachal Pradesh,Housing,2025-03-19,2025-12-04,2029-11-03,2030-01-02,147.04,159.67,PRJ-116775,OCMS-351826,PM-8605788
PAI-02550,Medical College Healthcare Project 02550,Ministry of Railways,National Highways Authority,Healthcare,Assam,Medical College,2024-12-29,2025-06-19,2029-11-06,2029-11-06,124.47,125.0,PRJ-814276,OCMS-518533,PM-1431279
PAI-02551,University Education Project 02551,Ministry of Railways,RVNL,Education,Delhi,University,2025-04-11,2025-12-08,2029-03-18,2029-03-18,11.75,13.63,PRJ-572297,OCMS-309654,PM-6384150
PAI-02552,Port Expansion Ports Project 02552,"Ministry of Ports, Shipping & Waterways",Metro Rail Corporation,Ports,Himachal Pradesh,Port Expansion,2023-08-25,2024-04-15,2027-06-23,2027-06-23,21.52,23.04,PRJ-363237,OCMS-476812,PM-9322783
PAI-02553,Bridge Roads Project 02553,Ministry of Education,IRCON,Roads,Haryana,Bridge,2023-03-30,2023-08-26,2025-05-21,2025-05-21,43.69,48.0,PRJ-995174,OCMS-663358,PM-7147126
PAI-02554,Station Railways Project 02554,Ministry of Health & Family Welfare,Metro Rail Corporation,Railways,Goa,Station,2023-12-19,2024-06-27,2026-08-03,2026-08-03,17.27,21.47,PRJ-943086,OCMS-292953,PM-4023275
PAI-02555,Water Supply Water Project 02555,Ministry of Railways,NHAI,Water,Telangana,Water Supply,2024-10-30,2025-06-24,2028-01-26,2028-01-26,22.28,23.23,PRJ-385874,OCMS-212837,PM-8766530
PAI-02556,Generation Power Project 02556,Ministry of Education,Metro Rail Corporation,Power,Manipur,Generation,2025-01-17,2025-10-08,2028-04-08,2028-04-08,101.12,117.29,PRJ-706012,OCMS-178644,PM-2339134
PAI-02557,Sewage Urban Development Project 02557,Ministry of Housing & Urban Affairs,RVNL,Urban Development,Uttar Pradesh,Sewage,2023-07-31,2023-12-17,2026-09-23,2026-09-23,19.56,20.41,PRJ-269582,OCMS-243845,PM-7381653
PAI-02558,Medical College Healthcare Project 02558,Ministry of Railways,NHPC,Healthcare,Uttarakhand,Medical College,2024-08-05,2024-12-30,2029-11-07,2029-11-07,16.39,19.74,PRJ-910207,OCMS-460075,PM-5618585
PAI-02559,University Education Project 02559,Ministry of Road Transport & Highways,Metro Rail Corporation,Education,Goa,University,2023-12-29,2024-06-13,2026-07-05,2026-07-05,30.35,30.93,PRJ-667934,OCMS-319766,PM-1464202
PAI-02560,Harbour Ports Project 02560,Ministry of Housing & Urban Affairs,NHAI,Ports,Uttarakhand,Harbour,2025-03-02,2025-09-15,2027-10-22,2027-10-22,33.29,34.04,PRJ-622025,OCMS-660342,PM-2730108
PAI-02561,Bridge Roads Project 02561,Ministry of Road Transport & Highways,National Highways Authority,Roads,Uttar Pradesh,Bridge,2023-12-07,2024-01-09,2028-03-13,2028-05-12,25.91,26.73,PRJ-633378,OCMS-530889,PM-6636216
PAI-02562,Bridge Railways Project 02562,Ministry of Health & Family Welfare,RVNL,Railways,Rajasthan,Bridge,2024-07-26,2024-10-11,2029-04-11,2029-10-08,29.83,32.09,PRJ-910423,OCMS-107601,PM-1539021
PAI-02563,River Management Water Project 02563,Ministry of Railways,Jal Board,Water,Chhattisgarh,River Management,2025-01-01,2025-10-26,2027-12-30,2027-12-30,80.03,90.11,PRJ-862122,OCMS-625324,PM-7774100
PAI-02564,Transmission Power Project 02564,Ministry of Railways,RVNL,Power,Andhra Pradesh,Transmission,2025-02-06,2025-05-02,2028-09-13,2029-03-12,33.17,34.61,PRJ-203851,OCMS-181677,PM-4004310
PAI-02565,Metro Urban Development Project 02565,Ministry of Railways,Jal Board,Urban Development,West Bengal,Metro,2024-10-28,2025-08-14,2028-07-22,2028-09-20,70.9,81.8,PRJ-733271,OCMS-611691,PM-1679254
PAI-02566,Medical College Healthcare Project 02566,Ministry of Jal Shakti,NTPC,Healthcare,Haryana,Medical College,2025-05-11,2025-10-11,2029-03-17,2029-03-17,48.59,55.98,PRJ-899337,OCMS-601506,PM-3097407
PAI-02567,Research Facility Education Project 02567,Ministry of Housing & Urban Affairs,CPWD,Education,Uttarakhand,Research Facility,2024-08-10,2025-01-07,2028-11-06,2028-12-06,27.93,32.93,PRJ-913824,OCMS-577055,PM-4739552
PAI-02568,Logistics Hub Ports Project 02568,Ministry of Housing & Urban Affairs,CPWD,Ports,Goa,Logistics Hub,2023-03-25,2023-07-15,2027-01-17,2027-01-17,123.15,130.16,PRJ-839723,OCMS-295890,PM-5402389
PAI-02569,Expressway Roads Project 02569,Ministry of Education,RVNL,Roads,Himachal Pradesh,Expressway,2024-02-26,2024-07-06,2027-01-08,2027-03-09,50.46,61.56,PRJ-575117,OCMS-999565,PM-3913282
PAI-02570,Station Railways Project 02570,Ministry of Railways,CPWD,Railways,Madhya Pradesh,Station,2023-07-03,2023-08-30,2025-02-27,2025-02-27,6.88,8.34,PRJ-628779,OCMS-933115,PM-3586284
PAI-02571,Dam Water Project 02571,Ministry of Road Transport & Highways,RVNL,Water,Madhya Pradesh,Dam,2023-04-21,2023-08-08,2027-01-04,2027-01-04,29.97,30.74,PRJ-721266,OCMS-168694,PM-7518732
PAI-02572,Transmission Power Project 02572,Ministry of Railways,Jal Board,Power,Nagaland,Transmission,2023-11-10,2024-05-21,2026-12-25,2027-09-21,28.78,29.23,PRJ-709723,OCMS-528620,PM-3910647
PAI-02573,Sewage Urban Development Project 02573,Ministry of Housing & Urban Affairs,Jal Board,Urban Development,Chhattisgarh,Sewage,2023-08-23,2024-06-11,2029-04-20,2030-01-15,27.15,33.08,PRJ-310722,OCMS-910227,PM-1908412
PAI-02574,Medical College Healthcare Project 02574,Ministry of Railways,Jal Board,Healthcare,Meghalaya,Medical College,2024-04-06,2024-07-24,2028-09-26,2028-09-26,12.91,16.46,PRJ-295329,OCMS-138955,PM-6510057
PAI-02575,School Education Project 02575,"Ministry of Ports, Shipping & Waterways",State PWD,Education,West Bengal,School,2024-01-30,2024-03-18,2028-06-09,2028-08-08,30.51,37.97,PRJ-973119,OCMS-585221,PM-5220641
PAI-02576,Port Expansion Ports Project 02576,Ministry of Housing & Urban Affairs,National Highways Authority,Ports,Nagaland,Port Expansion,2023-07-03,2023-10-09,2027-10-11,2027-10-11,37.37,42.79,PRJ-384601,OCMS-707330,PM-2845314
PAI-02577,Highway Roads Project 02577,Ministry of Housing & Urban Affairs,IRCON,Roads,Andhra Pradesh,Highway,2025-05-29,2025-12-26,2028-07-25,2028-07-25,18.21,20.69,PRJ-278909,OCMS-828128,PM-4685861
PAI-02578,Rail Corridor Railways Project 02578,Ministry of Jal Shakti,CPWD,Railways,Rajasthan,Rail Corridor,2023-06-02,2023-08-19,2027-06-25,2027-06-25,58.19,60.8,PRJ-120707,OCMS-583164,PM-5838667
PAI-02579,Dam Water Project 02579,Ministry of Jal Shakti,RVNL,Water,Tripura,Dam,2024-01-10,2024-03-14,2028-04-16,2028-06-15,22.65,27.29,PRJ-377638,OCMS-601091,PM-9560256
PAI-02580,Generation Power Project 02580,Ministry of Education,National Highways Authority,Power,Uttarakhand,Generation,2023-07-13,2024-01-16,2027-08-03,2028-01-30,15.05,19.01,PRJ-339479,OCMS-165675,PM-9161102
PAI-02581,Sewage Urban Development Project 02581,Ministry of Power,CPWD,Urban Development,Kerala,Sewage,2023-09-11,2024-05-30,2029-01-07,2029-03-08,33.96,39.42,PRJ-860328,OCMS-841487,PM-7460635
PAI-02582,Medical College Healthcare Project 02582,Ministry of Education,Metro Rail Corporation,Healthcare,Tripura,Medical College,2025-02-10,2025-07-08,2027-11-05,2028-05-03,64.48,67.59,PRJ-450913,OCMS-498731,PM-4318477
PAI-02583,University Education Project 02583,Ministry of Railways,RVNL,Education,Mizoram,University,2023-05-20,2023-08-24,2026-04-30,2026-04-30,29.4,33.96,PRJ-176833,OCMS-747651,PM-2169844
PAI-02584,Harbour Ports Project 02584,Ministry of Railways,NHAI,Ports,West Bengal,Harbour,2023-06-16,2024-02-28,2027-12-25,2028-03-24,24.45,28.12,PRJ-471467,OCMS-501121,PM-1119741
PAI-02585,Bridge Roads Project 02585,Ministry of Health & Family Welfare,Metro Rail Corporation,Roads,Uttar Pradesh,Bridge,2023-05-30,2023-08-11,2028-04-04,2028-04-04,16.26,18.43,PRJ-536354,OCMS-209166,PM-9371714
PAI-02586,Bridge Railways Project 02586,Ministry of Railways,State PWD,Railways,Uttar Pradesh,Bridge,2023-10-19,2023-11-21,2025-07-06,2026-01-02,103.07,107.86,PRJ-761365,OCMS-712412,PM-5359252
PAI-02587,Water Supply Water Project 02587,Ministry of Jal Shakti,CPWD,Water,Meghalaya,Water Supply,2023-01-10,2023-05-05,2027-06-20,2027-06-20,32.09,39.35,PRJ-895122,OCMS-263840,PM-6687364
PAI-02588,Generation Power Project 02588,"Ministry of Ports, Shipping & Waterways",Jal Board,Power,Karnataka,Generation,2024-11-22,2025-09-05,2028-04-06,2028-04-06,70.28,78.6,PRJ-646600,OCMS-720407,PM-4091031
PAI-02589,Housing Urban Development Project 02589,Ministry of Housing & Urban Affairs,NTPC,Urban Development,Assam,Housing,2023-08-16,2023-11-11,2027-02-23,2027-05-24,97.93,108.18,PRJ-111872,OCMS-673438,PM-5273957
PAI-02590,Hospital Healthcare Project 02590,Ministry of Jal Shakti,IRCON,Healthcare,Uttarakhand,Hospital,2025-04-19,2025-09-03,2028-04-01,2028-06-30,42.99,53.75,PRJ-748195,OCMS-687258,PM-9108401
PAI-02591,University Education Project 02591,"Ministry of Ports, Shipping & Waterways",IRCON,Education,Gujarat,University,2023-06-24,2024-04-02,2027-02-18,2027-02-18,48.54,61.57,PRJ-306798,OCMS-517951,PM-1301607
PAI-02592,Logistics Hub Ports Project 02592,Ministry of Railways,RVNL,Ports,Bihar,Logistics Hub,2024-12-15,2025-09-29,2027-07-16,2027-07-16,12.67,13.97,PRJ-680768,OCMS-473075,PM-9515578
PAI-02593,Expressway Roads Project 02593,Ministry of Road Transport & Highways,CPWD,Roads,Assam,Expressway,2023-09-04,2024-04-14,2026-01-18,2026-01-18,24.3,31.02,PRJ-558155,OCMS-946454,PM-2399100
PAI-02594,Bridge Railways Project 02594,Ministry of Power,NHPC,Railways,West Bengal,Bridge,2023-09-12,2024-05-06,2026-06-20,2026-07-20,14.18,16.48,PRJ-157972,OCMS-499458,PM-4968939
PAI-02595,River Management Water Project 02595,"Ministry of Ports, Shipping & Waterways",CPWD,Water,Nagaland,River Management,2024-04-22,2024-07-01,2028-10-08,2028-10-08,12.0,12.41,PRJ-187335,OCMS-432580,PM-7354296
PAI-02596,Renewable Energy Power Project 02596,Ministry of Housing & Urban Affairs,NHAI,Power,Himachal Pradesh,Renewable Energy,2024-12-26,2025-02-12,2029-11-25,2030-02-23,79.86,90.31,PRJ-831964,OCMS-734397,PM-1551298
PAI-02597,Metro Urban Development Project 02597,"Ministry of Ports, Shipping & Waterways",NHPC,Urban Development,Kerala,Metro,2025-03-09,2025-06-01,2028-09-08,2028-09-08,28.71,35.63,PRJ-275104,OCMS-578448,PM-4673193
PAI-02598,Medical College Healthcare Project 02598,Ministry of Health & Family Welfare,IRCON,Healthcare,Madhya Pradesh,Medical College,2024-10-31,2025-07-05,2027-12-29,2027-12-29,22.11,26.54,PRJ-768215,OCMS-543970,PM-7271552
PAI-02599,Research Facility Education Project 02599,Ministry of Health & Family Welfare,RVNL,Education,Karnataka,Research Facility,2023-10-02,2024-06-30,2027-05-11,2027-05-11,13.08,14.68,PRJ-252764,OCMS-812536,PM-6215459
PAI-02600,Logistics Hub Ports Project 02600,"Ministry of Ports, Shipping & Waterways",Jal Board,Ports,Assam,Logistics Hub,2023-03-13,2023-12-24,2025-08-24,2025-08-24,75.84,85.94,PRJ-743415,OCMS-114388,PM-9858236
PAI-02601,Road Widening Roads Project 02601,"Ministry of Ports, Shipping & Waterways",Metro Rail Corporation,Roads,Meghalaya,Road Widening,2024-06-27,2025-01-20,2028-01-03,2028-01-03,32.86,33.49,PRJ-630433,OCMS-621749,PM-5979461
PAI-02602,Bridge Railways Project 02602,Ministry of Housing & Urban Affairs,Jal Board,Railways,Himachal Pradesh,Bridge,2024-05-27,2024-12-02,2026-07-25,2026-10-23,118.83,142.31,PRJ-801562,OCMS-749654,PM-4025025
PAI-02603,Irrigation Water Project 02603,Ministry of Jal Shakti,State PWD,Water,Uttarakhand,Irrigation,2024-11-06,2025-07-28,2027-08-07,2027-08-07,32.76,34.32,PRJ-298664,OCMS-389483,PM-9858967
PAI-02604,Generation Power Project 02604,Ministry of Health & Family Welfare,Jal Board,Power,Bihar,Generation,2024-02-17,2024-08-25,2027-07-07,2027-07-07,35.8,42.83,PRJ-400256,OCMS-341067,PM-1727895
PAI-02605,Metro Urban Development Project 02605,"Ministry of Ports, Shipping & Waterways",NHAI,Urban Development,Haryana,Metro,2024-05-20,2024-10-19,2027-07-02,2027-08-31,57.14,67.15,PRJ-568615,OCMS-145023,PM-9483960
PAI-02606,Health Centre Healthcare Project 02606,Ministry of Jal Shakti,State PWD,Healthcare,Nagaland,Health Centre,2025-02-11,2025-09-27,2028-07-08,2028-09-06,48.57,60.75,PRJ-578289,OCMS-901561,PM-6221031
PAI-02607,University Education Project 02607,Ministry of Housing & Urban Affairs,National Highways Authority,Education,Uttarakhand,University,2023-10-21,2023-12-30,2026-07-25,2026-07-25,28.03,31.56,PRJ-310791,OCMS-896713,PM-7662496
PAI-02608,Terminal Ports Project 02608,"Ministry of Ports, Shipping & Waterways",NTPC,Ports,Goa,Terminal,2024-11-17,2025-07-01,2028-06-19,2028-08-18,21.85,27.54,PRJ-384069,OCMS-113726,PM-9533583
PAI-02609,Expressway Roads Project 02609,Ministry of Housing & Urban Affairs,CPWD,Roads,Andhra Pradesh,Expressway,2023-05-06,2024-02-10,2027-10-13,2027-12-12,22.77,27.93,PRJ-323576,OCMS-500374,PM-3447729
PAI-02610,Rail Corridor Railways Project 02610,Ministry of Road Transport & Highways,State PWD,Railways,Uttarakhand,Rail Corridor,2023-01-13,2023-03-10,2026-05-24,2026-05-24,140.57,171.77,PRJ-187984,OCMS-921334,PM-2426794
PAI-02611,River Management Water Project 02611,Ministry of Education,Metro Rail Corporation,Water,Delhi,River Management,2023-10-05,2024-03-13,2026-03-15,2026-09-11,166.57,203.61,PRJ-150958,OCMS-750969,PM-7019711
PAI-02612,Substation Power Project 02612,Ministry of Education,State PWD,Power,Nagaland,Substation,2023-05-03,2023-08-29,2027-07-31,2027-07-31,42.24,49.07,PRJ-981591,OCMS-989261,PM-7764936
